,loan_amount,status,activity_name,sector_name,country,lender_term,num_lenders_total,num_journal_entries,repayment_interval,female_count,male_count,shortage_fund,posted_raised_hours,mpi,population_in_mpi,Education,Health,Living standards,population_in_severe_mpi,borrower_count,class
5303,250.0,funded,Primary/secondary school costs,Education,Nigeria,14.0,10,2,bullet,0,1,0.0,105.0,0.279,50.9,29.8,29.8,40.4,30.0,1,1
17642,450.0,funded,Wholesale,Wholesale,Nicaragua,14.0,16,1,monthly,1,0,0.0,106.0,0.08800000000000001,19.4,37.8,12.6,49.6,6.9,1,1
1073,350.0,funded,Pigs,Agriculture,Nicaragua,14.0,14,1,monthly,1,0,0.0,168.0,0.08800000000000001,19.4,37.8,12.6,49.6,6.9,1,0
988,650.0,funded,Agriculture,Agriculture,Tajikistan,8.0,23,2,monthly,1,0,0.0,104.0,0.031,7.9,13.4,52.6,34.0,1.2,1,2
5343,125.0,funded,Higher education costs,Education,Philippines,8.0,5,1,bullet,1,0,0.0,1.0,0.033,6.3,35.3,30.2,34.5,4.2,1,2
12133,175.0,funded,Home Appliances,Personal Use,Cambodia,8.0,6,1,monthly,3,1,0.0,294.0,0.15,33.8,30.8,26.4,42.8,11.4,4,3
9742,300.0,funded,Personal Housing Expenses,Housing,Philippines,14.0,8,1,monthly,1,0,0.0,530.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
9980,250.0,funded,Personal Housing Expenses,Housing,India,43.0,6,1,bullet,1,0,0.0,225.0,0.282,55.3,22.7,32.5,44.8,27.8,1,1
16892,375.0,funded,Goods Distribution,Wholesale,Cambodia,14.0,10,1,monthly,1,0,0.0,22.0,0.15,33.8,30.8,26.4,42.8,11.4,1,1
7436,500.0,funded,Food Stall,Food,Kenya,14.0,20,1,irregular,1,0,0.0,457.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
6788,850.0,funded,Games,Entertainment,Colombia,20.0,31,3,monthly,1,0,0.0,940.0,0.032,7.6,34.3,24.7,41.0,1.8,1,0
10211,600.0,funded,Personal Housing Expenses,Housing,Mexico,14.0,20,1,monthly,0,1,0.0,441.0,0.024,6.0,31.4,25.6,43.0,1.1,1,0
16404,200.0,funded,Motorcycle Transport,Transportation,Philippines,7.0,5,1,irregular,0,1,0.0,150.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
11295,175.0,funded,Furniture Making,Manufacturing,Philippines,7.0,7,3,irregular,1,0,0.0,12.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
10050,225.0,funded,Personal Housing Expenses,Housing,Nigeria,15.0,9,1,bullet,0,1,0.0,601.0,0.279,50.9,29.8,29.8,40.4,30.0,1,1
12609,150.0,funded,Personal Expenses,Personal Use,Philippines,14.0,5,1,irregular,1,0,0.0,240.0,0.033,6.3,35.3,30.2,34.5,4.2,1,3
4759,100.0,funded,Bricks,Construction,Kenya,11.0,4,1,monthly,0,1,0.0,12.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
13080,100.0,funded,Perfumes,Retail,Ghana,10.0,2,1,irregular,1,0,0.0,138.0,0.147,32.4,27.2,31.5,41.2,11.1,1,0
6011,650.0,funded,Games,Entertainment,Kenya,14.0,25,2,monthly,0,1,0.0,653.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
16249,200.0,funded,Rickshaw,Transportation,Philippines,7.0,1,1,irregular,1,0,0.0,147.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
3385,475.0,funded,Clothing,Clothing,Philippines,12.0,19,3,irregular,2,0,0.0,155.0,0.033,6.3,35.3,30.2,34.5,4.2,2,0
9568,100.0,funded,Personal Housing Expenses,Housing,Philippines,8.0,3,1,irregular,1,0,0.0,130.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
11308,400.0,funded,Metal Shop,Manufacturing,Pakistan,14.0,13,2,monthly,1,0,0.0,242.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
3179,225.0,funded,Clothing Sales,Clothing,Uganda,6.0,9,1,irregular,1,0,0.0,64.0,0.359,70.3,18.0,30.2,51.9,33.3,1,1
8547,250.0,funded,Personal Medical Expenses,Health,Mexico,15.0,6,1,monthly,0,1,0.0,174.0,0.024,6.0,31.4,25.6,43.0,1.1,1,2
9365,225.0,funded,Personal Medical Expenses,Health,Philippines,26.0,9,1,monthly,1,0,0.0,154.0,0.033,6.3,35.3,30.2,34.5,4.2,1,2
4679,200.0,funded,Timber Sales,Construction,Philippines,11.0,8,1,irregular,0,1,0.0,149.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
6609,400.0,funded,Games,Entertainment,Philippines,5.0,1,1,irregular,1,0,0.0,65.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
2990,350.0,funded,Clothing Sales,Clothing,Peru,8.0,13,2,monthly,1,0,0.0,82.0,0.043,10.4,19.4,29.8,50.8,2.1,1,2
3658,650.0,funded,Carpentry,Construction,Peru,10.0,18,1,monthly,0,1,0.0,669.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
13812,350.0,funded,General Store,Retail,Philippines,5.0,14,2,monthly,1,0,0.0,22.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
3112,850.0,funded,Clothing Sales,Clothing,Uganda,11.0,27,1,irregular,9,0,0.0,132.0,0.359,70.3,18.0,30.2,51.9,33.3,9,1
3907,300.0,funded,Quarrying,Construction,Kenya,8.0,2,1,monthly,1,0,0.0,231.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
5331,300.0,funded,Higher education costs,Education,India,43.0,9,1,bullet,1,0,0.0,104.0,0.282,55.3,22.7,32.5,44.8,27.8,1,1
1292,550.0,funded,Crafts,Arts,Colombia,14.0,20,3,monthly,1,0,0.0,96.0,0.032,7.6,34.3,24.7,41.0,1.8,1,0
8058,125.0,funded,Fish Selling,Food,Philippines,8.0,4,1,irregular,1,0,0.0,211.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
8635,450.0,funded,Natural Medicines,Health,Philippines,11.0,5,1,irregular,1,0,0.0,457.0,0.033,6.3,35.3,30.2,34.5,4.2,1,2
3981,325.0,funded,Construction Supplies,Construction,Nicaragua,14.0,10,1,monthly,0,1,0.0,646.0,0.08800000000000001,19.4,37.8,12.6,49.6,6.9,1,0
351,525.0,funded,Farming,Agriculture,Philippines,8.0,1,1,irregular,1,0,0.0,99.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
2356,900.0,funded,Embroidery,Arts,Afghanistan,12.0,32,2,monthly,1,0,0.0,59.0,0.293,58.8,45.6,19.2,35.2,29.8,1,1
6670,250.0,funded,Games,Entertainment,Philippines,11.0,10,2,irregular,1,0,0.0,26.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
14763,475.0,funded,Beauty Salon,Services,Peru,14.0,18,1,monthly,0,1,0.0,742.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
12920,700.0,funded,Vehicle,Personal Use,Cambodia,17.0,24,1,monthly,1,0,0.0,271.0,0.15,33.8,30.8,26.4,42.8,11.4,1,3
5794,175.0,funded,Primary/secondary school costs,Education,Nigeria,15.0,3,1,bullet,0,1,0.0,155.0,0.279,50.9,29.8,29.8,40.4,30.0,1,1
4773,500.0,funded,Timber Sales,Construction,Ghana,8.0,18,1,monthly,1,0,0.0,8.0,0.147,32.4,27.2,31.5,41.2,11.1,1,1
3707,800.0,funded,Carpentry,Construction,Peru,6.0,23,6,irregular,1,0,0.0,216.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
6641,725.0,funded,Games,Entertainment,Peru,6.0,27,1,irregular,1,0,0.0,173.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
16266,725.0,funded,Taxi,Transportation,Peru,14.0,24,2,monthly,0,1,0.0,214.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
16347,625.0,funded,Motorcycle Transport,Transportation,Peru,14.0,25,1,monthly,0,1,0.0,309.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
13971,200.0,funded,Cosmetics Sales,Retail,Nicaragua,14.0,6,2,monthly,1,0,0.0,490.0,0.08800000000000001,19.4,37.8,12.6,49.6,6.9,1,0
5567,500.0,funded,Primary/secondary school costs,Education,Kenya,14.0,16,1,monthly,1,0,0.0,51.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
14579,325.0,funded,Services,Services,Philippines,11.0,12,1,irregular,1,0,0.0,374.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
2639,450.0,funded,Clothing,Clothing,Mali,8.0,15,2,monthly,4,0,0.0,98.0,0.456,78.4,37.9,22.4,39.7,55.9,4,1
5672,325.0,funded,Primary/secondary school costs,Education,Uganda,8.0,13,2,irregular,0,1,0.0,145.0,0.359,70.3,18.0,30.2,51.9,33.3,1,1
10777,700.0,funded,Blacksmith,Manufacturing,Kenya,14.0,24,1,irregular,0,1,0.0,119.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
4604,675.0,funded,Construction Supplies,Construction,Nicaragua,15.0,18,2,monthly,1,0,0.0,641.0,0.08800000000000001,19.4,37.8,12.6,49.6,6.9,1,0
14069,325.0,funded,Cosmetics Sales,Retail,Nicaragua,9.0,13,3,monthly,1,0,0.0,531.0,0.08800000000000001,19.4,37.8,12.6,49.6,6.9,1,0
3816,750.0,funded,Construction Supplies,Construction,Yemen,11.0,25,1,monthly,4,0,0.0,502.0,0.2,40.0,29.5,32.2,38.2,19.4,4,1
9909,650.0,funded,Personal Housing Expenses,Housing,Peru,14.0,20,1,monthly,1,0,0.0,84.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
6274,400.0,funded,Games,Entertainment,Pakistan,11.0,9,1,irregular,1,0,0.0,226.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
15082,400.0,funded,Beauty Salon,Services,Pakistan,14.0,14,2,monthly,1,0,0.0,740.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
11138,600.0,funded,Blacksmith,Manufacturing,Philippines,8.0,1,1,irregular,1,0,0.0,0.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
1046,200.0,funded,Pigs,Agriculture,Cambodia,12.0,5,1,monthly,1,0,0.0,103.0,0.15,33.8,30.8,26.4,42.8,11.4,1,0
353,200.0,funded,Farming,Agriculture,Philippines,8.0,6,1,irregular,1,0,0.0,86.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
9600,325.0,funded,Personal Housing Expenses,Housing,Philippines,20.0,13,1,irregular,1,0,0.0,200.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
3560,475.0,funded,Clothing Sales,Clothing,India,13.0,11,1,monthly,1,0,0.0,390.0,0.282,55.3,22.7,32.5,44.8,27.8,1,1
17494,700.0,funded,Goods Distribution,Wholesale,Cambodia,20.0,25,1,monthly,1,0,0.0,81.0,0.15,33.8,30.8,26.4,42.8,11.4,1,1
10303,400.0,funded,Property,Housing,Mexico,15.0,10,1,monthly,0,1,0.0,273.0,0.024,6.0,31.4,25.6,43.0,1.1,1,0
6541,950.0,funded,Entertainment,Entertainment,Peru,12.0,18,1,monthly,1,0,0.0,331.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
1765,100.0,funded,Arts,Arts,Peru,6.0,4,1,irregular,1,0,0.0,125.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
6422,125.0,funded,Entertainment,Entertainment,Philippines,6.0,5,1,irregular,1,0,0.0,132.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
8444,350.0,funded,Pharmacy,Health,Kenya,11.0,11,1,monthly,1,0,0.0,25.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
12312,175.0,funded,Home Appliances,Personal Use,Cambodia,8.0,6,1,monthly,2,1,0.0,342.0,0.15,33.8,30.8,26.4,42.8,11.4,3,3
15457,800.0,funded,Motorcycle Transport,Transportation,Cambodia,21.0,21,3,monthly,1,0,0.0,92.0,0.15,33.8,30.8,26.4,42.8,11.4,1,0
15540,200.0,funded,Motorcycle Transport,Transportation,Philippines,8.0,5,1,irregular,0,1,0.0,195.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
1045,600.0,funded,Dairy,Agriculture,Kenya,14.0,15,1,monthly,0,1,0.0,47.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
14995,300.0,funded,Tailoring,Services,Pakistan,14.0,11,2,monthly,1,0,0.0,254.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
11183,75.0,funded,Manufacturing,Manufacturing,India,14.0,1,1,monthly,1,0,0.0,184.0,0.282,55.3,22.7,32.5,44.8,27.8,1,1
1502,350.0,funded,Weaving,Arts,Philippines,8.0,6,1,irregular,1,0,0.0,117.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
1272,400.0,funded,Weaving,Arts,Tajikistan,14.0,13,6,monthly,1,0,0.0,371.0,0.031,7.9,13.4,52.6,34.0,1.2,1,0
14494,325.0,funded,Sewing,Services,Pakistan,14.0,11,2,monthly,1,0,0.0,156.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
13239,50.0,funded,Cloth & Dressmaking Supplies,Retail,Togo,7.0,2,1,irregular,1,0,0.0,85.0,0.242,48.5,26.4,28.8,44.9,23.2,1,1
15409,250.0,funded,Motorcycle Transport,Transportation,Kenya,7.0,10,1,monthly,0,1,0.0,167.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
5754,675.0,funded,Higher education costs,Education,India,43.0,16,1,bullet,3,0,0.0,273.0,0.282,55.3,22.7,32.5,44.8,27.8,3,1
12014,800.0,funded,Vehicle,Personal Use,Cambodia,26.0,27,2,monthly,1,0,0.0,958.0,0.15,33.8,30.8,26.4,42.8,11.4,1,3
4605,250.0,funded,Construction,Construction,Philippines,8.0,9,2,irregular,1,0,0.0,11.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
640,325.0,funded,Farming,Agriculture,Philippines,7.0,12,2,bullet,1,0,0.0,19.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
17302,950.0,funded,Goods Distribution,Wholesale,Rwanda,10.0,32,3,monthly,0,1,0.0,56.0,0.253,53.9,28.6,18.4,53.0,20.5,1,1
15208,375.0,funded,Tailoring,Services,Philippines,7.0,1,4,irregular,1,0,0.0,93.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
6190,475.0,funded,Entertainment,Entertainment,India,13.0,11,1,monthly,1,0,0.0,152.0,0.282,55.3,22.7,32.5,44.8,27.8,1,1
14008,750.0,funded,Home Products Sales,Retail,Jordan,18.0,27,1,monthly,1,0,0.0,683.0,0.004,1.2,31.5,65.0,3.5,0.1,1,0
16790,650.0,funded,Wholesale,Wholesale,Pakistan,12.0,24,1,irregular,2,0,0.0,293.0,0.237,45.6,36.2,32.3,31.6,26.5,2,1
14663,625.0,funded,Auto Repair,Services,Peru,6.0,2,1,irregular,0,1,0.0,760.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
12524,125.0,funded,Home Appliances,Personal Use,Cambodia,8.0,5,1,monthly,3,0,0.0,18.0,0.15,33.8,30.8,26.4,42.8,11.4,3,3
1373,725.0,funded,Embroidery,Arts,Jordan,18.0,16,2,monthly,1,0,0.0,141.0,0.004,1.2,31.5,65.0,3.5,0.1,1,0
3118,675.0,funded,Clothing Sales,Clothing,Nicaragua,12.0,17,1,monthly,1,0,0.0,578.0,0.08800000000000001,19.4,37.8,12.6,49.6,6.9,1,1
3583,450.0,funded,Clothing,Clothing,Kenya,14.0,15,1,irregular,1,0,0.0,681.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
10516,750.0,funded,Personal Housing Expenses,Housing,Mozambique,18.0,22,1,monthly,1,0,0.0,1024.0,0.39,70.2,30.4,22.3,47.3,44.1,1,1
3299,900.0,funded,Clothing Sales,Clothing,Azerbaijan,14.0,12,1,monthly,1,0,0.0,377.0,0.009000000000000001,2.4,20.0,50.7,29.3,0.2,1,2
9325,950.0,funded,Medical Clinic,Health,Yemen,14.0,38,1,monthly,0,1,0.0,37.0,0.2,40.0,29.5,32.2,38.2,19.4,1,2
17334,875.0,funded,Goods Distribution,Wholesale,Nigeria,10.0,12,2,monthly,1,0,0.0,122.0,0.279,50.9,29.8,29.8,40.4,30.0,1,1
9923,375.0,funded,Personal Housing Expenses,Housing,Nicaragua,14.0,11,1,monthly,0,1,0.0,597.0,0.08800000000000001,19.4,37.8,12.6,49.6,6.9,1,0
3078,200.0,funded,Clothing Sales,Clothing,Tajikistan,7.0,8,2,irregular,1,0,0.0,98.0,0.031,7.9,13.4,52.6,34.0,1.2,1,2
10080,450.0,funded,Personal Housing Expenses,Housing,Indonesia,25.0,12,2,irregular,1,0,0.0,142.0,0.024,5.9,24.7,35.1,40.2,1.1,1,0
6658,600.0,funded,Musical Performance,Entertainment,Cambodia,14.0,21,1,monthly,1,0,0.0,544.0,0.15,33.8,30.8,26.4,42.8,11.4,1,0
13852,250.0,funded,Retail,Retail,Kenya,14.0,1,1,irregular,1,0,0.0,247.0,0.166,36.0,12.3,32.2,55.5,10.7,1,0
10325,475.0,funded,Personal Housing Expenses,Housing,Nicaragua,25.0,14,1,monthly,1,0,0.0,158.0,0.08800000000000001,19.4,37.8,12.6,49.6,6.9,1,0
3418,250.0,funded,Clothing Sales,Clothing,Philippines,8.0,7,1,irregular,1,0,0.0,96.0,0.033,6.3,35.3,30.2,34.5,4.2,1,2
6386,250.0,funded,Games,Entertainment,Philippines,6.0,7,2,irregular,1,0,0.0,14.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
13690,225.0,funded,General Store,Retail,Philippines,8.0,4,1,irregular,1,0,0.0,82.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
8756,725.0,funded,Health,Health,Togo,14.0,21,1,monthly,1,0,0.0,556.0,0.242,48.5,26.4,28.8,44.9,23.2,1,1
14120,175.0,funded,General Store,Retail,Philippines,8.0,5,1,irregular,1,0,0.0,143.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
3069,300.0,funded,Used Clothing,Clothing,Pakistan,14.0,9,1,monthly,1,0,0.0,659.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
12382,125.0,funded,Home Appliances,Personal Use,Cambodia,8.0,4,1,monthly,3,0,0.0,6.0,0.15,33.8,30.8,26.4,42.8,11.4,3,3
11306,350.0,funded,Manufacturing,Manufacturing,Nicaragua,10.0,13,2,irregular,1,0,0.0,525.0,0.08800000000000001,19.4,37.8,12.6,49.6,6.9,1,0
13688,450.0,funded,Retail,Retail,Philippines,8.0,13,1,irregular,1,0,0.0,396.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
12468,50.0,funded,Home Energy,Personal Use,Kenya,8.0,2,2,monthly,0,1,0.0,110.0,0.166,36.0,12.3,32.2,55.5,10.7,1,3
6401,600.0,funded,Games,Entertainment,Colombia,14.0,21,1,monthly,0,1,0.0,458.0,0.032,7.6,34.3,24.7,41.0,1.8,1,0
1840,300.0,funded,Embroidery,Arts,Pakistan,15.0,7,1,monthly,1,0,0.0,320.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
14224,400.0,funded,Services,Services,Senegal,15.0,14,1,monthly,0,1,0.0,30.0,0.278,51.9,43.6,23.1,33.4,30.8,1,1
8838,300.0,funded,Health,Health,Cambodia,14.0,4,2,monthly,3,0,0.0,26.0,0.15,33.8,30.8,26.4,42.8,11.4,3,2
9686,500.0,funded,Personal Housing Expenses,Housing,Cambodia,12.0,9,1,monthly,1,0,0.0,1.0,0.15,33.8,30.8,26.4,42.8,11.4,1,0
12784,25.0,funded,Personal Expenses,Personal Use,Nigeria,14.0,1,2,bullet,0,1,0.0,612.0,0.279,50.9,29.8,29.8,40.4,30.0,1,3
7534,950.0,funded,Grocery Store,Food,Ecuador,9.0,15,1,irregular,1,0,0.0,90.0,0.015,3.7,23.6,42.4,34.0,0.5,1,0
891,450.0,funded,Pigs,Agriculture,Philippines,11.0,15,1,irregular,1,0,0.0,699.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
8129,425.0,funded,Food Production/Sales,Food,Peru,9.0,7,1,irregular,1,0,0.0,153.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
13554,400.0,funded,Retail,Retail,Benin,13.0,13,1,monthly,1,0,0.0,61.0,0.343,64.2,33.1,24.8,42.1,37.7,1,1
9026,900.0,funded,Health,Health,Kenya,73.0,32,2,irregular,1,1,0.0,122.0,0.166,36.0,12.3,32.2,55.5,10.7,2,2
4546,600.0,funded,Carpentry,Construction,Peru,6.0,21,1,irregular,1,0,0.0,215.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
4622,200.0,funded,Construction,Construction,Mexico,11.0,3,1,monthly,1,0,0.0,96.0,0.024,6.0,31.4,25.6,43.0,1.1,1,0
1346,275.0,funded,Textiles,Arts,Peru,8.0,9,1,monthly,0,1,0.0,149.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
12338,775.0,funded,Personal Expenses,Personal Use,Peru,15.0,29,3,monthly,1,0,0.0,113.0,0.043,10.4,19.4,29.8,50.8,2.1,1,3
17422,700.0,funded,Wholesale,Wholesale,Peru,6.0,24,2,irregular,0,1,0.0,385.0,0.043,10.4,19.4,29.8,50.8,2.1,1,2
14840,300.0,funded,Tailoring,Services,Pakistan,14.0,8,1,monthly,1,0,0.0,600.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
6003,350.0,funded,Entertainment,Entertainment,Philippines,8.0,8,2,monthly,1,0,0.0,18.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
12957,125.0,funded,Home Appliances,Personal Use,Cambodia,8.0,3,1,monthly,2,1,0.0,252.0,0.15,33.8,30.8,26.4,42.8,11.4,3,3
30,125.0,funded,Dairy,Agriculture,Kenya,12.0,5,1,monthly,1,0,0.0,122.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
2969,275.0,funded,Used Clothing,Clothing,Philippines,14.0,8,1,irregular,1,0,0.0,855.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
8508,700.0,funded,Personal Medical Expenses,Health,Mexico,18.0,24,1,irregular,1,0,0.0,438.0,0.024,6.0,31.4,25.6,43.0,1.1,1,2
15216,300.0,funded,Tailoring,Services,India,20.0,12,1,monthly,1,0,0.0,192.0,0.282,55.3,22.7,32.5,44.8,27.8,1,1
3968,100.0,funded,Carpentry,Construction,Kenya,8.0,1,2,monthly,0,1,0.0,84.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
12467,175.0,funded,Home Appliances,Personal Use,Cambodia,8.0,7,1,monthly,2,2,0.0,198.0,0.15,33.8,30.8,26.4,42.8,11.4,4,3
5141,725.0,funded,Higher education costs,Education,Jordan,15.0,26,2,monthly,1,0,0.0,108.0,0.004,1.2,31.5,65.0,3.5,0.1,1,2
6471,750.0,funded,Musical Performance,Entertainment,Cambodia,14.0,29,2,monthly,0,1,0.0,348.0,0.15,33.8,30.8,26.4,42.8,11.4,1,0
9646,575.0,funded,Personal Housing Expenses,Housing,Tajikistan,14.0,21,1,monthly,1,0,0.0,823.0,0.031,7.9,13.4,52.6,34.0,1.2,1,0
7048,125.0,funded,Grocery Store,Food,Uganda,7.0,5,1,irregular,1,0,0.0,150.0,0.359,70.3,18.0,30.2,51.9,33.3,1,1
3164,575.0,funded,Clothing Sales,Clothing,Pakistan,14.0,22,2,monthly,1,0,0.0,748.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
5174,175.0,funded,Higher education costs,Education,Tajikistan,14.0,5,1,monthly,1,0,0.0,6.0,0.031,7.9,13.4,52.6,34.0,1.2,1,2
6854,525.0,funded,Entertainment,Entertainment,Nicaragua,12.0,19,1,monthly,0,1,0.0,207.0,0.08800000000000001,19.4,37.8,12.6,49.6,6.9,1,0
15865,275.0,funded,Motorcycle Transport,Transportation,Philippines,8.0,11,1,irregular,1,0,0.0,376.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
2834,250.0,funded,Clothing Sales,Clothing,Kenya,8.0,7,1,monthly,1,0,0.0,174.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
3472,800.0,funded,Used Clothing,Clothing,Uganda,8.0,25,1,monthly,1,0,0.0,139.0,0.359,70.3,18.0,30.2,51.9,33.3,1,1
10741,275.0,funded,Furniture Making,Manufacturing,Tajikistan,14.0,5,4,monthly,1,0,0.0,176.0,0.031,7.9,13.4,52.6,34.0,1.2,1,2
483,275.0,funded,Pigs,Agriculture,Philippines,11.0,11,1,irregular,1,0,0.0,299.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
3130,950.0,funded,Clothing Sales,Clothing,Kenya,14.0,28,3,irregular,1,0,0.0,749.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
13225,525.0,funded,Cloth & Dressmaking Supplies,Retail,Honduras,15.0,18,2,monthly,1,0,0.0,232.0,0.098,20.7,36.6,23.1,40.3,7.2,1,0
15859,500.0,funded,Motorcycle Transport,Transportation,Cambodia,12.0,20,1,monthly,1,0,0.0,48.0,0.15,33.8,30.8,26.4,42.8,11.4,1,0
1458,675.0,funded,Weaving,Arts,Pakistan,14.0,25,1,monthly,1,0,0.0,182.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
14738,475.0,funded,Sewing,Services,Tajikistan,14.0,17,4,monthly,1,0,0.0,655.0,0.031,7.9,13.4,52.6,34.0,1.2,1,2
9807,250.0,funded,Personal Housing Expenses,Housing,Philippines,24.0,10,1,irregular,1,0,0.0,144.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
16971,700.0,funded,Wholesale,Wholesale,Rwanda,5.0,22,2,irregular,1,0,0.0,67.0,0.253,53.9,28.6,18.4,53.0,20.5,1,1
8007,750.0,funded,Cereals,Food,Philippines,5.0,11,2,irregular,1,0,0.0,41.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
16506,350.0,funded,Motorcycle Transport,Transportation,Philippines,8.0,9,1,bullet,1,0,0.0,71.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
8812,475.0,funded,Pharmacy,Health,Peru,5.0,7,1,monthly,1,0,0.0,166.0,0.043,10.4,19.4,29.8,50.8,2.1,1,2
13423,525.0,funded,General Store,Retail,Philippines,7.0,11,2,irregular,1,0,0.0,129.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
9276,600.0,funded,Personal Medical Expenses,Health,Tajikistan,14.0,15,1,monthly,1,0,0.0,187.0,0.031,7.9,13.4,52.6,34.0,1.2,1,2
2712,600.0,funded,Used Clothing,Clothing,Jordan,15.0,13,4,monthly,1,0,0.0,134.0,0.004,1.2,31.5,65.0,3.5,0.1,1,2
3007,600.0,funded,Clothing Sales,Clothing,Tajikistan,14.0,18,2,monthly,1,0,0.0,423.0,0.031,7.9,13.4,52.6,34.0,1.2,1,2
9800,425.0,funded,Personal Housing Expenses,Housing,Mozambique,20.0,17,1,monthly,1,0,0.0,361.0,0.39,70.2,30.4,22.3,47.3,44.1,1,1
16159,575.0,funded,Motorcycle Transport,Transportation,Kenya,13.0,22,1,irregular,0,1,0.0,39.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
1389,775.0,funded,Crafts,Arts,Peru,6.0,12,1,irregular,1,0,0.0,188.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
6667,350.0,funded,Entertainment,Entertainment,Liberia,11.0,13,1,irregular,1,0,0.0,107.0,0.35600000000000004,70.1,23.0,25.6,51.4,35.4,1,1
13887,200.0,funded,Retail,Retail,Sierra Leone,11.0,6,1,irregular,1,0,0.0,230.0,0.411,77.5,25.7,28.5,45.9,43.9,1,1
8639,450.0,funded,Pharmacy,Health,Nigeria,10.0,17,2,monthly,1,0,0.0,51.0,0.279,50.9,29.8,29.8,40.4,30.0,1,1
12669,475.0,funded,Personal Expenses,Personal Use,Tajikistan,14.0,13,1,monthly,1,0,0.0,492.0,0.031,7.9,13.4,52.6,34.0,1.2,1,3
